09:12:02.380522,click,Situation_bien_gere
09:12:03.004536,click,Situaution_mal_gere
09:12:03.597475,click,Sortie_Stationnement
09:12:04.092795,click,Rabattement
09:12:04.748484,click,Remontee_file
09:12:05.322583,click,Non_Respect_Prio
09:12:05.817509,click,Vitesse_Excessive
09:12:06.251109,click,Refus_rio
09:12:06.772659,click,Travaux
09:12:07.225394,click,Animal
09:12:07.697450,click,StationnementGenant
09:12:08.154385,click,Embouteillage
09:12:08.677955,click,Vegetation
09:12:09.202589,click,Intemperies
09:12:09.705355,click,Traversee_PP
09:12:10.213401,click,Traversee_hors_PP
09:12:10.697298,click,Traversee_Masquage
09:12:11.201303,click,Usager_Sortant_Vehicule
